Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
34,0,Travel_Frequently,Research & Development,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,Single,7756,No,3,3,0,7,2,6,2,4
37,0,Travel_Rarely,Sales,4,Life Sciences,4,Female,2,2,Sales Executive,4,Divorced,6694,Yes,3,3,3,8,3,1,0,0
25,1,Travel_Rarely,Research & Development,1,Technical Degree,4,Male,3,1,Laboratory Technician,4,Married,3691,Yes,3,2,1,7,4,7,7,6
26,1,Travel_Rarely,Research & Development,3,Medical,1,Male,3,1,Laboratory Technician,3,Divorced,2377,No,4,3,1,1,2,1,1,0
33,1,Travel_Rarely,Research & Development,3,Medical,1,Male,2,1,Research Scientist,2,Single,2313,Yes,4,2,0,5,3,2,2,2
42,0,Travel_Rarely,Research & Development,2,Medical,4,Male,3,4,Manager,1,Married,17665,No,3,4,1,23,3,22,6,7
28,1,Travel_Frequently,Research & Development,3,Medical,1,Male,2,1,Laboratory Technician,2,Divorced,2596,No,3,1,2,1,3,1,0,0
50,1,Travel_Frequently,Sales,4,Other,4,Male,3,2,Sales Executive,3,Single,4728,Yes,3,4,0,5,3,0,0,0
33,0,Travel_Frequently,Sales,3,Life Sciences,4,Female,3,2,Sales Executive,2,Married,4302,No,3,3,1,4,3,3,2,2
34,0,Non-Travel,Research & Development,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2979,No,3,4,3,6,3,0,0,0
48,0,Non-Travel,Research & Development,4,Medical,1,Male,4,4,Manager,4,Single,16885,No,4,3,0,27,2,5,4,1
45,0,Non-Travel,Sales,4,Life Sciences,2,Female,2,2,Sales Executive,3,Married,5593,No,3,4,1,15,3,15,10,12
52,0,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,3,3,Healthcare Representative,2,Single,10445,No,3,4,0,18,3,8,6,0
38,0,Travel_Rarely,Sales,4,Marketing,3,Male,2,3,Sales Executive,3,Divorced,8740,Yes,3,2,2,9,3,8,7,7
29,0,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,3,1,Research Scientist,4,Divorced,2514,No,4,1,1,11,3,7,5,7
28,0,Travel_Rarely,Research & Development,3,Medical,4,Female,3,3,Manufacturing Director,2,Divorced,7655,No,3,2,3,10,2,9,7,7
46,0,Travel_Rarely,Sales,1,Marketing,1,Male,3,4,Manager,3,Married,17465,No,3,4,1,23,3,12,9,9
38,0,Travel_Rarely,Sales,2,Marketing,4,Male,3,3,Sales Executive,2,Single,7351,No,3,3,0,10,3,1,0,0
43,0,Travel_Frequently,Research & Development,3,Life Sciences,3,Female,3,3,Manufacturing Director,1,Married,10820,No,3,3,1,18,3,8,7,1
39,1,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,3,4,Healthcare Representative,4,Divorced,12169,No,3,4,3,21,3,18,7,5
40,0,Travel_Rarely,Research & Development,3,Medical,3,Male,2,5,Research Director,3,Single,19626,No,3,1,0,21,4,20,7,9
21,0,Travel_Rarely,Research & Development,1,Technical Degree,4,Female,2,1,Research Scientist,2,Single,2070,Yes,3,3,0,2,4,2,2,2
39,0,Non-Travel,Research & Development,3,Life Sciences,3,Male,3,2,Laboratory Technician,2,Single,6782,No,3,3,0,9,2,5,4,3
36,0,Non-Travel,Research & Development,4,Life Sciences,1,Male,3,2,Manufacturing Director,4,Single,7779,No,4,1,0,18,3,11,9,9
31,0,Travel_Frequently,Sales,3,Life Sciences,3,Male,4,1,Sales Representative,4,Married,2791,No,3,1,1,3,3,2,2,2
28,0,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,2,1,Research Scientist,2,Married,3201,No,3,1,0,6,1,5,3,4
35,0,Travel_Frequently,Sales,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,4968,No,3,4,1,5,3,5,2,2
49,0,Travel_Rarely,Sales,4,Technical Degree,4,Male,2,4,Sales Executive,2,Married,13120,No,3,2,1,22,3,9,8,3
34,0,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,3,2,Manufacturing Director,3,Single,4033,No,3,4,0,5,2,3,2,2
29,0,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,3291,No,3,4,2,8,2,7,5,1
42,0,Travel_Rarely,Research & Development,3,Medical,2,Male,1,2,Laboratory Technician,4,Single,4272,No,3,1,0,16,3,1,0,0
29,0,Travel_Rarely,Research & Development,1,Medical,2,Male,2,2,Manufacturing Director,4,Married,5056,Yes,3,3,1,10,2,10,7,2
38,0,Travel_Rarely,Human Resources,3,Human Resources,3,Male,4,1,Human Resources,3,Married,2844,No,3,4,1,7,4,7,6,0
28,0,Travel_Frequently,Research & Development,3,Life Sciences,3,Male,2,1,Research Scientist,3,Divorced,2703,Yes,3,4,1,3,3,3,1,2
18,1,Non-Travel,Research & Development,1,Medical,3,Male,3,1,Laboratory Technician,3,Single,1904,No,3,4,0,0,3,0,0,0
33,1,Travel_Rarely,Sales,4,Marketing,1,Female,3,2,Sales Executive,1,Single,8224,Yes,3,1,0,6,3,5,2,3
41,0,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,4766,Yes,3,1,1,6,3,1,0,0
31,1,Travel_Frequently,Research & Development,3,Medical,3,Male,3,1,Laboratory Technician,3,Married,2610,No,3,3,1,2,2,2,2,2
37,0,Travel_Rarely,Research & Development,2,Medical,3,Female,2,2,Healthcare Representative,4,Divorced,5731,No,3,3,2,9,3,6,2,3
27,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,2,1,Research Scientist,3,Married,2539,No,3,3,1,4,3,4,2,2
34,0,Travel_Rarely,Sales,1,Life Sciences,2,Female,3,2,Sales Executive,3,Married,5714,No,4,1,0,6,2,6,5,3
35,0,Travel_Rarely,Human Resources,4,Technical Degree,3,Male,3,1,Human Resources,3,Single,4323,No,3,2,0,6,1,5,4,4
29,1,Travel_Rarely,Sales,1,Life Sciences,4,Female,2,3,Sales Executive,1,Married,7336,No,3,1,1,11,1,11,8,10
40,0,Travel_Frequently,Research & Development,4,Medical,2,Female,3,3,Research Director,3,Single,13499,No,3,3,0,20,2,18,7,13
42,1,Travel_Frequently,Sales,3,Life Sciences,3,Male,3,4,Sales Executive,1,Single,13758,Yes,3,2,0,22,2,21,9,14
42,0,Travel_Rarely,Sales,4,Marketing,2,Male,3,2,Sales Executive,1,Single,5155,No,3,4,0,9,4,6,4,5
35,0,Travel_Rarely,Research & Development,4,Medical,4,Male,2,1,Laboratory Technician,3,Married,2258,No,3,2,1,10,3,8,0,7
24,0,Travel_Rarely,Research & Development,3,Medical,4,Male,3,1,Laboratory Technician,2,Single,3597,No,4,4,0,6,3,4,3,2
28,1,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,2515,Yes,3,4,0,1,2,1,1,0
26,0,Travel_Rarely,Research & Development,4,Medical,1,Male,4,1,Laboratory Technician,4,Married,4420,No,4,2,1,8,3,8,7,7
30,0,Travel_Rarely,Sales,3,Marketing,3,Male,2,2,Sales Executive,3,Married,6578,No,3,1,1,10,3,10,3,4
40,0,Travel_Frequently,Research & Development,2,Medical,3,Female,2,2,Research Scientist,4,Married,4422,Yes,3,4,1,16,1,1,1,0
35,0,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,2,3,Manufacturing Director,2,Divorced,10274,No,3,2,1,15,4,7,7,4
34,0,Travel_Frequently,Research & Development,3,Medical,4,Male,2,2,Healthcare Representative,1,Single,5343,No,4,3,0,14,3,13,9,9
35,0,Travel_Frequently,Research & Development,4,Other,4,Male,2,1,Laboratory Technician,4,Married,2376,No,3,2,1,2,4,2,2,2
43,1,Travel_Rarely,Sales,3,Marketing,1,Female,1,2,Sales Executive,3,Single,5346,No,3,2,0,7,2,4,3,3
32,0,Non-Travel,Sales,1,Life Sciences,3,Female,3,1,Sales Representative,1,Divorced,2827,No,3,3,3,1,3,1,0,0
56,0,Travel_Rarely,Research & Development,4,Technical Degree,4,Female,3,5,Manager,1,Divorced,19943,No,3,4,1,28,3,5,2,2
29,0,Travel_Rarely,Research & Development,1,Medical,2,Female,3,1,Laboratory Technician,4,Married,3131,No,3,1,1,10,3,10,8,8
19,0,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,3,1,Research Scientist,1,Single,2552,No,4,3,0,1,3,1,1,0
45,0,Travel_Rarely,Research & Development,3,Medical,1,Female,3,1,Research Scientist,3,Married,4477,Yes,3,3,1,7,2,3,2,2
37,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,6474,No,3,2,1,14,2,14,8,11
20,0,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,2,1,Laboratory Technician,3,Single,3033,No,3,1,0,2,2,2,2,2
44,1,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,3,1,Research Scientist,3,Single,2936,Yes,3,3,0,6,3,6,4,2
53,0,Travel_Rarely,Research & Development,2,Medical,4,Female,3,5,Manager,3,Divorced,18606,No,3,2,1,26,3,7,7,7
29,0,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,1,1,Research Scientist,4,Married,2168,Yes,3,1,1,6,2,5,4,3
22,1,Travel_Frequently,Research & Development,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2853,Yes,3,2,1,1,3,0,0,0
46,0,Travel_Rarely,Sales,3,Marketing,3,Female,3,4,Manager,1,Married,17048,No,4,1,0,28,3,26,15,9
44,0,Non-Travel,Research & Development,3,Life Sciences,4,Male,1,1,Research Scientist,3,Single,2290,No,3,4,0,6,3,0,0,0
33,0,Travel_Rarely,Human Resources,3,Human Resources,2,Male,3,1,Human Resources,3,Married,3600,No,3,4,1,5,3,5,4,4
41,1,Non-Travel,Research & Development,2,Life Sciences,1,Male,2,1,Research Scientist,1,Divorced,2107,No,3,1,1,5,1,1,0,0
30,0,Travel_Rarely,Sales,4,Life Sciences,3,Male,3,2,Sales Executive,1,Divorced,4115,No,3,3,3,8,3,4,3,3
40,0,Travel_Frequently,Sales,4,Medical,2,Male,3,2,Sales Executive,2,Married,4327,No,3,4,3,5,3,0,0,0
50,0,Travel_Frequently,Research & Development,3,Medical,4,Female,3,4,Manager,1,Married,17856,No,4,3,1,32,3,2,2,2
28,0,Travel_Rarely,Research & Development,4,Medical,4,Male,2,1,Laboratory Technician,1,Married,3196,No,3,3,3,6,3,6,5,3
46,0,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,5,Research Director,2,Married,19081,No,3,1,1,25,3,4,2,3
35,0,Travel_Rarely,Sales,4,Life Sciences,3,Male,3,2,Sales Executive,1,Married,8966,Yes,3,4,3,15,3,7,7,7
24,1,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,3,1,Laboratory Technician,2,Married,2210,No,3,1,1,1,1,1,0,0
33,0,Travel_Frequently,Sales,3,Medical,2,Female,3,2,Sales Executive,3,Married,4539,No,3,1,1,10,2,10,7,1
36,0,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,1,1,Laboratory Technician,3,Divorced,2741,No,3,3,1,7,3,7,7,7
30,0,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,3,2,Laboratory Technician,3,Divorced,3491,No,3,1,3,10,2,10,7,9
44,0,Travel_Rarely,Research & Development,4,Other,4,Male,3,2,Research Scientist,4,Single,4541,No,4,2,0,20,3,20,11,17
20,0,Travel_Rarely,Sales,3,Marketing,3,Male,4,1,Sales Representative,4,Single,2678,No,3,4,0,2,3,2,1,2
46,0,Travel_Rarely,Research & Development,4,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,7379,No,3,3,1,12,2,6,3,4
42,0,Non-Travel,Human Resources,5,Medical,4,Male,4,2,Human Resources,1,Married,6272,No,3,1,1,10,4,4,3,3
60,0,Travel_Rarely,Sales,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,5220,Yes,3,2,1,12,3,11,7,9
32,0,Travel_Frequently,Research & Development,3,Other,3,Female,2,1,Laboratory Technician,2,Married,2743,No,4,3,1,2,3,2,2,2
32,0,Travel_Frequently,Research & Development,2,Life Sciences,4,Female,3,2,Research Scientist,3,Single,4998,Yes,3,4,0,10,3,8,7,7
36,0,Travel_Rarely,Research & Development,3,Technical Degree,3,Female,1,3,Manufacturing Director,1,Divorced,10252,Yes,4,3,1,17,3,7,7,7
33,0,Travel_Rarely,Research & Development,3,Medical,1,Male,3,1,Research Scientist,4,Married,2781,No,3,2,1,15,3,14,10,10
40,0,Travel_Rarely,Sales,3,Technical Degree,2,Female,2,2,Sales Executive,2,Divorced,6852,No,3,2,1,7,4,5,1,3
25,0,Travel_Rarely,Sales,4,Life Sciences,3,Male,3,2,Sales Executive,4,Single,4950,No,3,2,0,5,3,4,3,1
30,0,Travel_Rarely,Research & Development,3,Medical,4,Male,3,1,Research Scientist,2,Married,3579,Yes,4,1,1,12,3,11,9,7
42,0,Travel_Frequently,Research & Development,5,Medical,1,Female,3,3,Research Director,1,Married,13191,Yes,3,3,0,20,3,1,0,0
35,0,Non-Travel,Sales,2,Marketing,3,Female,2,3,Sales Executive,4,Married,10377,Yes,3,2,1,16,2,13,2,12
27,0,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,2235,Yes,3,4,2,9,2,9,7,8
54,0,Travel_Frequently,Research & Development,4,Life Sciences,4,Female,3,3,Manufacturing Director,3,Divorced,10502,No,3,1,1,33,1,5,4,4
44,0,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,4,1,Research Scientist,4,Married,2011,No,3,4,1,10,3,10,5,7
19,1,Non-Travel,Research & Development,3,Medical,1,Female,2,1,Research Scientist,2,Single,1859,Yes,4,2,0,1,4,1,1,0
29,0,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,3760,No,3,1,3,3,3,3,2,2
54,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,4,Research Director,4,Married,17779,No,3,1,0,36,3,10,9,9
31,0,Travel_Rarely,Research & Development,2,Medical,3,Male,3,2,Healthcare Representative,1,Married,6833,Yes,3,4,0,6,2,6,5,1
31,0,Travel_Rarely,Research & Development,3,Medical,3,Female,2,2,Healthcare Representative,1,Single,6812,No,3,2,0,10,3,10,9,8
59,0,Travel_Rarely,Sales,3,Life Sciences,3,Female,2,2,Sales Executive,4,Single,5171,No,3,4,0,13,3,6,1,5
43,0,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,1,5,Research Director,4,Married,19740,No,3,2,1,25,3,8,7,7
49,0,Travel_Rarely,Research & Development,2,Medical,1,Male,2,5,Manager,3,Married,18711,No,3,3,1,23,4,1,0,0
36,0,Travel_Frequently,Research & Development,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3692,No,3,3,0,12,2,11,10,7
48,0,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,4,1,Laboratory Technician,2,Single,2559,No,3,3,0,7,2,1,0,0
27,0,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2517,No,3,2,3,5,3,5,3,3
29,0,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,6623,Yes,3,2,2,6,3,6,0,0
48,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,2,5,Research Director,4,Single,18265,No,3,3,0,25,4,1,0,0
29,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,2,4,Research Director,4,Divorced,16124,No,3,2,2,9,2,7,7,7
34,0,Travel_Rarely,Research & Development,3,Technical Degree,3,Female,4,1,Research Scientist,3,Married,2585,No,3,4,0,2,2,1,0,0
44,0,Travel_Rarely,Sales,3,Marketing,2,Male,3,5,Manager,2,Married,18213,No,3,3,1,26,3,22,9,10
33,0,Travel_Rarely,Sales,5,Marketing,4,Male,4,3,Sales Executive,3,Divorced,8380,Yes,3,4,2,10,3,9,8,8
19,0,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,4,1,Research Scientist,4,Single,2994,Yes,3,4,0,1,3,1,0,1
23,0,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,1,Research Scientist,3,Married,1223,No,4,4,1,1,3,1,0,1
25,1,Travel_Frequently,Sales,1,Life Sciences,3,Male,1,1,Sales Representative,4,Single,1118,Yes,3,4,0,1,3,1,0,0
26,0,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2875,Yes,4,2,0,8,2,8,5,2
45,1,Travel_Rarely,Sales,3,Marketing,1,Female,1,5,Manager,2,Single,18824,Yes,3,1,0,26,3,24,10,11
55,0,Non-Travel,Research & Development,1,Medical,4,Male,2,4,Healthcare Representative,2,Divorced,13577,Yes,3,4,1,34,3,33,9,0
21,1,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,2,1,Laboratory Technician,3,Single,2625,No,4,3,0,2,1,2,2,2
46,0,Travel_Rarely,Sales,2,Marketing,4,Female,2,5,Manager,2,Married,18789,No,3,3,1,26,3,11,4,8
34,0,Travel_Rarely,Sales,3,Marketing,3,Female,3,2,Sales Executive,1,Single,4538,Yes,3,4,0,4,3,3,2,2
51,0,Travel_Frequently,Sales,3,Life Sciences,4,Male,3,5,Manager,2,Divorced,19847,Yes,4,1,1,31,2,29,10,10
59,0,Travel_Rarely,Research & Development,4,Medical,4,Male,3,3,Manufacturing Director,4,Single,10512,No,3,4,0,25,2,9,7,4
34,0,Travel_Frequently,Research & Development,3,Medical,3,Female,3,2,Laboratory Technician,2,Divorced,4444,No,3,3,2,15,4,11,8,10
28,0,Travel_Frequently,Research & Development,4,Medical,4,Male,3,1,Laboratory Technician,3,Single,2154,Yes,3,3,0,5,2,4,2,2
44,0,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,4,5,Manager,1,Divorced,19190,No,3,4,2,26,2,25,9,13
34,0,Travel_Frequently,Human Resources,3,Life Sciences,3,Male,2,2,Human Resources,2,Married,4490,No,3,4,2,14,4,10,9,8
35,0,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,3506,Yes,3,4,0,4,3,3,2,2
42,0,Travel_Rarely,Research & Development,4,Medical,2,Female,4,2,Research Scientist,2,Married,2372,Yes,3,4,0,18,3,1,0,0
43,0,Travel_Rarely,Sales,4,Marketing,4,Female,2,3,Sales Executive,4,Single,10231,No,3,4,0,23,4,21,7,17
36,0,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,3,2,Manufacturing Director,2,Single,5410,Yes,3,4,0,18,3,16,14,12
44,1,Travel_Rarely,Research & Development,3,Medical,1,Female,3,3,Healthcare Representative,4,Married,7978,No,3,4,1,10,3,10,7,5
28,0,Travel_Frequently,Research & Development,3,Life Sciences,4,Male,2,1,Laboratory Technician,4,Married,3867,Yes,3,2,1,2,3,2,2,2
51,0,Travel_Frequently,Research & Development,2,Medical,2,Female,2,1,Laboratory Technician,3,Single,2838,No,3,2,0,8,2,7,0,7
30,0,Non-Travel,Research & Development,2,Medical,3,Female,3,2,Manufacturing Director,3,Single,4695,Yes,3,3,0,10,3,8,4,7
29,1,Travel_Rarely,Research & Development,3,Technical Degree,2,Female,3,1,Laboratory Technician,3,Divorced,3339,Yes,3,1,2,10,3,7,7,7
28,0,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,3,1,Research Scientist,1,Single,2080,No,3,2,0,5,2,3,2,2
25,0,Travel_Rarely,Research & Development,3,Medical,4,Female,3,1,Research Scientist,2,Single,2096,No,3,4,0,2,2,2,2,1
32,0,Travel_Rarely,Sales,3,Medical,3,Male,4,2,Sales Executive,4,Married,6209,No,3,3,2,10,4,10,7,8
45,0,Travel_Frequently,Research & Development,3,Medical,2,Female,3,5,Manager,2,Single,18061,No,4,3,0,22,3,0,0,0
39,0,Travel_Rarely,Research & Development,4,Medical,3,Female,2,4,Manager,2,Divorced,17123,Yes,3,4,2,21,3,19,9,2
58,0,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2372,No,3,4,2,2,3,2,2,2
32,1,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,2,Laboratory Technician,3,Married,4883,No,3,1,1,10,3,10,4,1
39,1,Travel_Rarely,Research & Development,3,Medical,3,Male,3,1,Research Scientist,1,Single,3904,No,3,1,0,6,3,5,2,3
30,0,Travel_Rarely,Research & Development,3,Technical Degree,1,Female,2,2,Laboratory Technician,4,Married,4627,No,3,1,1,10,3,9,2,7
36,0,Travel_Rarely,Research & Development,4,Technical Degree,4,Female,3,3,Healthcare Representative,3,Married,7094,No,3,1,0,10,3,7,7,7
46,0,Travel_Rarely,Human Resources,2,Life Sciences,4,Female,3,1,Human Resources,1,Single,3423,No,3,3,0,10,4,7,6,7
28,0,Non-Travel,Research & Development,3,Life Sciences,3,Female,1,2,Laboratory Technician,4,Married,6674,No,3,1,3,10,3,9,8,5
50,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,3,4,Research Director,1,Married,16880,Yes,3,2,0,25,3,3,2,2
40,1,Travel_Rarely,Sales,4,Marketing,4,Male,2,3,Sales Executive,2,Single,9094,Yes,3,3,0,9,3,5,4,0
52,1,Travel_Rarely,Sales,3,Life Sciences,2,Male,3,3,Sales Executive,2,Single,8446,Yes,3,3,0,10,2,8,7,7
30,0,Travel_Rarely,Research & Development,4,Medical,2,Female,3,3,Manager,1,Married,11916,Yes,4,4,2,9,3,9,1,8
39,0,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,3,2,Manufacturing Director,3,Single,4534,No,3,1,0,9,3,8,7,7
31,0,Non-Travel,Sales,4,Life Sciences,4,Female,3,3,Sales Executive,3,Divorced,9852,Yes,3,1,1,10,2,10,8,6
41,0,Non-Travel,Sales,2,Medical,3,Male,1,2,Sales Executive,2,Single,6151,No,3,1,0,19,3,19,2,9
31,1,Travel_Frequently,Sales,3,Life Sciences,4,Female,3,1,Sales Representative,2,Single,2302,Yes,3,1,0,3,4,3,2,2
44,1,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Married,2362,No,3,3,0,10,4,3,2,2
42,0,Non-Travel,Research & Development,1,Life Sciences,3,Male,3,4,Manager,3,Married,17861,Yes,3,4,0,21,2,20,8,10
55,0,Travel_Rarely,Research & Development,2,Medical,4,Female,1,5,Manager,3,Married,19187,No,3,4,1,23,3,19,9,11
56,0,Travel_Rarely,Human Resources,4,Life Sciences,4,Male,3,5,Manager,2,Single,19717,No,3,1,0,36,3,7,3,7
40,0,Non-Travel,Research & Development,2,Life Sciences,3,Male,3,1,Research Scientist,3,Divorced,3544,No,3,2,1,6,3,4,2,0
34,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,3,Healthcare Representative,4,Divorced,8500,No,3,4,1,10,2,9,7,6
40,0,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,2,Research Scientist,4,Single,4661,No,3,3,0,9,3,9,8,8
41,0,Travel_Frequently,Sales,3,Marketing,3,Female,3,2,Sales Executive,1,Divorced,4103,No,3,4,1,10,3,9,3,7
35,0,Travel_Frequently,Research & Development,4,Life Sciences,3,Male,3,2,Research Scientist,3,Single,4249,Yes,3,2,0,9,3,9,6,1
51,0,Travel_Rarely,Human Resources,3,Life Sciences,3,Male,3,4,Manager,2,Divorced,14026,Yes,3,2,1,33,3,33,9,10
38,0,Travel_Rarely,Sales,2,Life Sciences,2,Female,3,2,Sales Executive,1,Divorced,6893,No,3,4,1,11,3,7,7,7
34,0,Travel_Rarely,Sales,2,Medical,3,Female,3,2,Sales Executive,1,Single,6125,No,3,4,0,10,4,10,8,6
25,0,Travel_Rarely,Research & Development,1,Medical,4,Male,3,1,Laboratory Technician,4,Married,3669,No,3,3,3,7,2,3,2,2
58,1,Travel_Rarely,Research & Development,4,Medical,3,Female,2,3,Manufacturing Director,1,Married,10008,Yes,3,4,0,31,2,10,9,9
40,0,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,3,1,Laboratory Technician,2,Married,2387,No,4,3,1,7,3,4,2,3
36,0,Travel_Frequently,Sales,3,Marketing,1,Female,4,2,Sales Executive,1,Married,4639,No,3,4,1,17,2,15,7,13
48,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,3,Manufacturing Director,4,Single,7898,No,3,3,0,11,3,10,9,8
27,0,Travel_Rarely,Sales,3,Medical,3,Female,4,1,Sales Representative,4,Married,2534,No,3,2,1,5,3,1,0,0
51,0,Travel_Rarely,Research & Development,2,Technical Degree,4,Female,2,4,Manufacturing Director,2,Single,13142,No,3,2,0,29,2,5,2,3
18,0,Non-Travel,Research & Development,3,Life Sciences,4,Female,3,1,Laboratory Technician,4,Single,1611,No,3,3,0,0,4,0,0,0
35,0,Travel_Rarely,Research & Development,3,Medical,4,Female,2,2,Laboratory Technician,4,Married,5363,No,3,2,1,10,3,9,7,0
27,0,Travel_Frequently,Sales,1,Life Sciences,4,Male,1,2,Sales Executive,4,Single,5071,No,4,2,0,8,3,6,2,0
55,1,Travel_Rarely,Sales,4,Marketing,1,Male,4,4,Sales Executive,3,Single,13695,Yes,3,3,0,24,2,19,7,8
56,0,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,4,Manufacturing Director,2,Married,13402,Yes,3,1,1,33,3,19,16,9
34,0,Non-Travel,Research & Development,1,Technical Degree,1,Female,2,1,Research Scientist,3,Divorced,2029,No,4,3,3,5,3,5,4,0
40,0,Travel_Rarely,Research & Development,1,Medical,2,Female,4,2,Healthcare Representative,3,Divorced,6377,No,4,2,3,15,3,12,11,8
34,0,Travel_Rarely,Research & Development,3,Medical,2,Male,3,2,Laboratory Technician,3,Married,5429,No,3,1,2,10,3,8,7,7
31,1,Travel_Frequently,Sales,3,Life Sciences,3,Female,2,1,Sales Representative,4,Single,2785,No,3,3,0,3,4,1,0,0
35,1,Travel_Frequently,Sales,4,Marketing,4,Female,3,2,Sales Executive,3,Married,4614,Yes,3,3,1,5,2,4,2,2
38,0,Travel_Frequently,Research & Development,3,Life Sciences,4,Male,4,1,Research Scientist,3,Divorced,2610,No,3,4,3,4,3,4,2,3
34,0,Travel_Rarely,Research & Development,4,Technical Degree,3,Female,3,2,Healthcare Representative,4,Single,6687,No,3,4,0,14,4,14,11,11
28,0,Travel_Rarely,Sales,3,Life Sciences,3,Male,2,2,Sales Executive,1,Married,4724,No,3,3,1,5,3,5,3,4
31,1,Travel_Rarely,Research & Development,4,Medical,4,Male,3,2,Manufacturing Director,3,Married,6179,Yes,3,4,2,10,2,10,2,7
39,0,Travel_Rarely,Sales,4,Life Sciences,1,Male,2,2,Sales Executive,4,Married,6120,Yes,3,4,2,8,4,5,4,4
51,0,Travel_Frequently,Sales,3,Marketing,2,Male,3,3,Sales Executive,2,Married,10596,No,3,2,0,14,3,4,2,2
41,0,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,3,2,Research Scientist,4,Divorced,5467,Yes,3,1,2,12,2,6,2,3
37,0,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,2996,Yes,3,4,0,8,3,6,4,3
33,0,Travel_Frequently,Sales,1,Life Sciences,2,Male,3,2,Sales Executive,4,Married,9998,No,3,1,0,8,4,5,4,2
32,0,Travel_Rarely,Sales,1,Marketing,3,Male,3,2,Sales Executive,2,Married,4078,Yes,3,1,3,4,2,3,2,2
39,0,Non-Travel,Research & Development,2,Life Sciences,3,Male,3,3,Healthcare Representative,3,Married,10920,No,4,2,1,13,3,6,4,5
